Julian Day	Latitude	Longitude	Ts
from 1/1/97	(deg)	(deg)	(deg C)

566.8750	78.274	-165.900	0.024
566.9167	78.276	-165.895	-0.043
566.9583	78.279	-165.890	-0.231
567.0000	78.281	-165.884	0.000
567.0417	78.284	-165.877	0.000
567.0833	78.286	-165.869	0.000
567.1250	78.288	-165.862	0.000
567.1667	78.290	-165.854	0.000
567.2083	78.292	-165.849	0.000
567.2500	78.294	-165.842	0.221
567.2917	78.295	-165.837	0.158
567.3333	78.297	-165.831	0.184
567.3750	78.298	-165.826	0.121
567.4167	78.299	-165.820	0.094
567.4583	78.301	-165.815	0.122
567.5000	78.302	-165.808	0.144
567.5417	78.304	-165.800	0.140
567.5833	78.306	-165.788	0.075
567.6250	78.307	-165.777	0.032
567.6667	78.308	-165.763	0.032
567.7083	78.309	-165.750	0.099
567.7500	78.310	-165.736	0.061
567.7917	78.311	-165.723	-0.067
567.8333	78.312	-165.710	-0.118
567.8750	78.314	-165.698	-0.133
567.9167	78.316	-165.686	-0.233
567.9583	78.319	-165.672	-0.151
568.0000	78.322	-165.657	-0.196
568.0417	78.325	-165.639	-0.157
568.0833	78.328	-165.621	-0.082
568.1250	78.330	-165.604	0.069
568.1667	78.331	-165.589	0.144
568.2083	78.332	-165.577	0.126
568.2500	78.333	-165.568	0.204
568.2917	78.334	-165.561	0.210
568.3333	78.335	-165.557	0.147
568.3750	78.336	-165.555	0.168
568.4167	78.338	-165.554	0.156
568.4583	78.340	-165.554	0.179
568.5000	78.342	-165.553	0.175
568.5417	78.345	-165.550	0.139
568.5833	78.347	-165.546	0.177
568.6250	78.349	-165.542	0.175
568.6667	78.351	-165.536	0.134
568.7083	78.352	-165.533	0.087
568.7500	78.354	-165.532	0.041
568.7917	78.356	-165.530	0.024
568.8333	78.357	-165.531	0.075
568.8750			0.099
568.9167			0.052
568.9583	78.365	-165.538	0.073
569.0000	78.368	-165.540	0.094
569.0417	78.372	-165.540	0.045
569.0833	78.376	-165.539	0.085
569.1250	78.379	-165.536	0.112
569.1667	78.382	-165.532	0.115
569.2083	78.385	-165.528	0.152
569.2500	78.388	-165.524	0.175
569.2917	78.390	-165.521	0.174
569.3333	78.392	-165.519	0.241
569.3750	78.395	-165.519	0.157
569.4167	78.398	-165.519	0.199
569.4583	78.401	-165.519	0.110
569.5000	78.404	-165.519	0.112
569.5417	78.408	-165.517	0.195
569.5833	78.412	-165.514	0.042
569.6250	78.415	-165.511	0.106
569.6667	78.419	-165.507	0.171
569.7083	78.422	-165.501	0.195
569.7500	78.424	-165.499	0.109
569.7917	78.427	-165.496	0.109
569.8333	78.430	-165.495	0.044
569.8750	78.433	-165.496	0.094
569.9167	78.436	-165.498	0.089
569.9583	78.439	-165.499	0.035
570.0000	78.443	-165.500	
570.0417	78.447	-165.499	
570.0833	78.451	-165.498	
570.1250	78.455	-165.494	
570.1667	78.458	-165.489	
570.2083	78.461	-165.484	
570.2500	78.463	-165.480	
570.2917	78.465	-165.479	
570.3333	78.466	-165.480	0.220
570.3750	78.468	-165.481	0.116
570.4167	78.471	-165.484	0.133
570.4583	78.473	-165.486	0.112
570.5000	78.476	-165.487	0.098
570.5417	78.479	-165.487	0.024
570.5833	78.481	-165.487	0.073
570.6250	78.484	-165.485	0.065
570.6667	78.485	-165.484	0.029
570.7083	78.487	-165.483	-0.008
570.7500	78.488	-165.483	-0.026
570.7917	78.489	-165.484	-0.118
570.8333	78.490	-165.487	-0.172
570.8750	78.492	-165.490	-0.088
570.9167	78.493	-165.494	-0.078
570.9583	78.495	-165.497	-0.008
571.0000	78.497	-165.500	-0.053
571.0417	78.499	-165.502	0.030
571.0833	78.501	-165.502	0.024
571.1250	78.502	-165.503	0.025
571.1667	78.504	-165.501	0.014
571.2083	78.504	-165.502	0.108
571.2500	78.505	-165.502	-0.024
571.2917	78.506	-165.503	-0.259
571.3333	78.506	-165.506	-0.268
571.3750	78.507	-165.509	-0.235
571.4167	78.508	-165.513	-0.238
571.4583	78.509	-165.515	-0.911
571.5000	78.510	-165.517	-1.025
571.5417	78.512	-165.518	-0.629
571.5833	78.513	-165.518	-0.897
571.6250	78.515	-165.517	-1.230
571.6667	78.516	-165.515	-0.757
571.7083	78.517	-165.514	-0.523
571.7500	78.518	-165.512	-0.545
571.7917	78.518	-165.511	-0.517
571.8333	78.519	-165.510	-0.610
571.8750	78.520	-165.509	-0.532
571.9167	78.521	-165.509	-0.417
571.9583	78.522	-165.508	-0.311
572.0000	78.524	-165.505	-0.289
572.0417	78.526	-165.502	-0.270
572.0833	78.527	-165.497	-0.311
572.1250	78.529	-165.492	0.038
572.1667	78.531	-165.485	-0.375
572.2083	78.532	-165.476	-0.437
572.2500	78.533	-165.466	-0.438
572.2917	78.535	-165.457	-0.493
572.3333	78.536	-165.446	-0.385
572.3750	78.537	-165.436	-0.678
572.4167	78.539	-165.424	-0.708
572.4583	78.540	-165.414	-0.660
572.5000	78.542	-165.402	-0.676
572.5417	78.544	-165.392	-0.633
572.5833	78.546	-165.380	-0.333
572.6250	78.549	-165.368	-0.308
572.6667	78.551	-165.354	-0.103
572.7083	78.554	-165.339	-0.145
572.7500	78.557	-165.320	0.089
572.7917	78.560	-165.300	0.098
572.8333	78.563	-165.277	0.018
572.8750	78.565	-165.253	0.054
572.9167	78.568	-165.227	0.019
572.9583	78.570	-165.202	0.080
573.0000	78.573	-165.177	0.159
573.0417	78.575	-165.154	0.160
573.0833	78.577	-165.132	0.200
573.1250	78.580	-165.111	0.205
573.1667	78.581	-165.091	0.099
573.2083	78.583	-165.070	0.098
573.2500	78.584	-165.048	0.051
573.2917	78.584	-165.027	0.074
573.3333	78.584	-165.006	0.130
573.3750	78.584	-164.988	0.066
573.4167	78.583	-164.971	0.045
573.4583	78.582	-164.957	0.046
573.5000	78.580	-164.944	0.022
573.5417	78.579	-164.935	0.046
573.5833	78.577	-164.927	-0.086
573.6250	78.575	-164.923	-0.104
573.6667	78.574	-164.921	-0.008
573.7083	78.573	-164.917	-0.151
573.7500	78.572	-164.912	-0.228
573.7917	78.570	-164.907	-0.285
573.8333	78.569	-164.900	-0.327
573.8750	78.567	-164.892	-0.291
573.9167	78.566	-164.884	-0.478
573.9583	78.565	-164.873	-0.375
574.0000	78.564	-164.861	-0.379
574.0417	78.563	-164.848	-0.337
574.0833	78.562	-164.831	-0.264
574.1250	78.561	-164.814	-0.318
574.1667	78.561	-164.796	-0.165
574.2083	78.561	-164.774	0.119
574.2500	78.562	-164.750	0.159
574.2917	78.562	-164.721	0.200
574.3333	78.563	-164.689	0.156
574.3750	78.564	-164.654	0.231
574.4167	78.565	-164.617	0.262
574.4583	78.567	-164.577	0.257
574.5000	78.569	-164.537	0.294
574.5417	78.570	-164.498	0.275
574.5833	78.572	-164.460	0.238
574.6250	78.574	-164.425	0.235
574.6667	78.576	-164.390	0.189
574.7083	78.579	-164.356	0.178
574.7500	78.582	-164.322	0.307
574.7917	78.586	-164.285	0.120
574.8333	78.590	-164.243	0.129
574.8750	78.595	-164.201	0.055
574.9167	78.600	-164.155	0.075
574.9583	78.603	-164.105	0.159
575.0000	78.606	-164.053	0.108
575.0417	78.608	-164.000	0.133
575.0833	78.609	-163.949	0.046
575.1250	78.608	-163.901	0.178
575.1667	78.605	-163.859	0.006
575.2083	78.602	-163.824	0.055
575.2500	78.597	-163.797	0.002
575.2917	78.592	-163.775	-0.364
575.3333	78.587	-163.757	-0.766
575.3750	78.582	-163.739	-1.115
575.4167	78.578	-163.716	-1.093
575.4583	78.575	-163.684	-1.084
575.5000	78.573	-163.643	-0.857
575.5417	78.570	-163.588	-0.650
575.5833	78.566	-163.523	-0.461
575.6250	78.560	-163.451	-0.330
575.6667	78.551	-163.380	-0.194
575.7083	78.541	-163.319	-0.024
575.7500	78.528	-163.271	-0.043
575.7917	78.516	-163.235	-0.009
575.8333	78.505	-163.210	0.034
575.8750	78.497	-163.194	0.033
575.9167	78.490	-163.182	-0.033
575.9583	78.486	-163.163	-0.076
576.0000	78.484	-163.138	-0.108
576.0417	78.483	-163.105	-0.002
576.0833	78.483	-163.063	-0.112
576.1250	78.482	-163.014	-0.206
576.1667	78.481	-162.959	-0.291
576.2083	78.477	-162.903	-0.463
576.2500	78.472	-162.853	-0.558
576.2917	78.465	-162.814	-0.587
576.3333	78.459	-162.783	-0.688
576.3750	78.453	-162.763	-0.546
576.4167	78.449	-162.749	-0.589
576.4583	78.448	-162.737	-0.550
576.5000	78.448	-162.721	-0.527
576.5417	78.451	-162.696	-0.484
576.5833	78.453	-162.660	-0.507
576.6250	78.455	-162.615	-0.569
576.6667	78.455	-162.564	-0.481
576.7083	78.453	-162.512	-0.369
576.7500	78.449	-162.467	-0.372
576.7917	78.444	-162.429	-0.306
576.8333	78.438	-162.403	-0.266
576.8750	78.433	-162.387	-0.181
576.9167	78.430	-162.376	-0.198
576.9583	78.428	-162.368	-0.312
577.0000	78.428	-162.356	-0.208
577.0417	78.430	-162.337	-0.191
577.0833	78.432	-162.308	-0.236
577.1250	78.434	-162.271	-0.151
577.1667	78.434	-162.225	-0.318
577.2083	78.433	-162.175	-0.458
577.2500	78.430	-162.128	-0.450
577.2917	78.425	-162.087	-0.475
577.3333	78.420	-162.054	-0.520
577.3750	78.415	-162.030	-0.584
577.4167	78.411	-162.011	-0.608
577.4583	78.409	-161.995	-0.564
577.5000	78.408	-161.981	-0.543
577.5417	78.408	-161.963	-0.460
577.5833	78.408	-161.941	-0.561
577.6250	78.407	-161.915	-0.671
577.6667	78.406	-161.884	-1.438
577.7083	78.403	-161.849	-1.594
577.7500	78.400	-161.814	-1.665
577.7917	78.396	-161.785	-1.176
577.8333	78.392	-161.759	-1.572
577.8750	78.387	-161.739	-1.369
577.9167	78.383	-161.724	-1.480
577.9583	78.380	-161.707	-1.242
578.0000	78.377	-161.687	-1.039
578.0417	78.376	-161.660	-0.888
578.0833	78.374	-161.627	-0.835
578.1250	78.371	-161.588	-0.696
578.1667	78.367	-161.548	-0.983
578.2083	78.361	-161.514	-0.996
578.2500	78.354	-161.483	-1.392
578.2917	78.346	-161.463	-1.196
578.3333	78.338	-161.450	-1.946
578.3750	78.332	-161.444	-1.366
578.4167	78.328	-161.439	-0.774
578.4583	78.325	-161.431	-1.252
578.5000	78.324	-161.417	-2.464
578.5417	78.324	-161.399	-2.046
578.5833	78.324	-161.375	-2.296
578.6250	78.324	-161.346	-2.836
578.6667	78.322	-161.313	-2.672
578.7083	78.320	-161.281	-2.436
578.7500	78.316	-161.254	-2.149
578.7917	78.311	-161.232	-1.875
578.8333	78.306	-161.218	-1.401
578.8750	78.302	-161.212	-1.503
578.9167	78.299	-161.207	-1.104
578.9583	78.299	-161.202	-1.000
579.0000	78.300	-161.195	-0.898
579.0417	78.301	-161.181	-0.754
579.0833	78.302	-161.163	-0.900
579.1250	78.303	-161.140	-1.533
579.1667	78.302	-161.118	-1.722
579.2083	78.301	-161.096	-1.644
579.2500	78.298	-161.074	-2.432
579.2917	78.294	-161.059	-2.912
579.3333	78.291	-161.049	-2.366
579.3750	78.288	-161.043	-3.004
579.4167	78.285	-161.041	-2.541
579.4583	78.283	-161.040	-2.531
579.5000	78.283	-161.037	-2.813
579.5417	78.284	-161.031	-2.307
579.5833	78.286	-161.020	-2.113
579.6250	78.288	-161.001	-1.925
579.6667	78.289	-160.975	-1.775
579.7083	78.290	-160.946	-1.126
579.7500	78.289	-160.916	-0.853
579.7917	78.287	-160.888	-0.550
579.8333	78.284	-160.866	-0.484
579.8750	78.281	-160.851	-0.427
579.9167	78.278	-160.841	-0.456
579.9583	78.276	-160.837	-0.423
580.0000	78.275	-160.834	-0.339
580.0417	78.275	-160.834	-0.274
580.0833	78.276	-160.833	-0.460
580.1250	78.277	-160.827	-0.504
580.1667	78.277	-160.818	-0.961
580.2083	78.276	-160.805	-1.466
580.2500	78.274	-160.792	-1.622
580.2917	78.271	-160.781	-1.220
580.3333	78.267	-160.775	-1.099
580.3750	78.263	-160.776	-0.675
580.4167	78.260	-160.780	-0.543
580.4583	78.259	-160.786	-0.413
580.5000	78.259	-160.791	-1.117
580.5417	78.260	-160.795	-0.852
580.5833	78.262	-160.796	-1.417
580.6250	78.265	-160.793	-1.237
580.6667	78.266	-160.786	-1.408
580.7083	78.267	-160.777	-1.548
580.7500	78.266	-160.767	-1.010
580.7917	78.266	-160.758	-1.175
580.8333	78.265	-160.751	-0.792
580.8750	78.264	-160.745	-0.582
580.9167	78.263	-160.739	-0.418
580.9583	78.262	-160.735	-0.399
581.0000	78.263	-160.729	-0.179
581.0417	78.263	-160.721	-0.400
581.0833	78.264	-160.715	-0.277
581.1250	78.266	-160.707	-0.160
581.1667	78.267	-160.699	0.140
581.2083	78.268	-160.690	-0.073
581.2500	78.268	-160.680	0.144
581.2917	78.268	-160.670	-0.030
581.3333	78.268	-160.661	0.014
581.3750	78.267	-160.655	-0.021
581.4167	78.266	-160.652	-0.054
581.4583	78.265	-160.650	-1.141
581.5000	78.265	-160.648	-2.308
581.5417	78.265	-160.646	-2.732
581.5833	78.266	-160.642	-0.937
581.6250	78.268	-160.632	-0.230
581.6667	78.270	-160.617	-0.146
581.7083	78.271	-160.599	-0.039
581.7500	78.272	-160.577	-0.041
581.7917	78.272	-160.552	-0.066
581.8333	78.271	-160.527	-0.088
581.8750	78.268	-160.505	-0.192
581.9167	78.266	-160.486	-0.124
581.9583	78.264	-160.472	-0.292
582.0000	78.262	-160.461	-0.209
582.0417	78.261	-160.452	-0.124
582.0833	78.260	-160.444	0.019
582.1250	78.261	-160.434	-0.214
582.1667	78.262	-160.420	-0.211
582.2083	78.263	-160.401	-0.128
582.2500	78.264	-160.376	-0.072
582.2917	78.264	-160.349	-0.121
582.3333	78.263	-160.321	-0.121
582.3750	78.262	-160.296	-0.211
582.4167	78.260	-160.274	-0.227
582.4583	78.259	-160.255	-0.311
582.5000	78.259	-160.240	-0.284
582.5417	78.259	-160.224	-0.365
582.5833	78.260	-160.208	-0.377
582.6250	78.261	-160.188	-0.562
582.6667	78.263	-160.164	-0.407
582.7083	78.265	-160.137	-0.222
582.7500	78.266	-160.106	-0.243
582.7917	78.267	-160.074	-0.245
582.8333	78.267	-160.042	-0.158
582.8750	78.267	-160.012	-0.220
582.9167	78.268	-159.984	-0.174
582.9583	78.268	-159.958	-0.108
583.0000	78.269	-159.934	-0.193
583.0417	78.270	-159.910	-0.265
583.0833	78.273	-159.883	-0.282
583.1250	78.275	-159.854	-0.222
583.1667	78.279	-159.823	-0.327
583.2083	78.282	-159.787	-0.256
583.2500	78.285	-159.749	-0.627
583.2917	78.288	-159.711	-0.395
583.3333	78.291	-159.675	-0.574
583.3750	78.294	-159.642	-0.918
583.4167	78.297	-159.612	-1.893
583.4583	78.302	-159.580	-2.472
583.5000	78.307	-159.551	-2.010
583.5417	78.313	-159.520	-1.600
583.5833	78.319	-159.491	-1.182
583.6250	78.325	-159.461	-0.958
583.6667	78.332	-159.427	-0.611
583.7083	78.338	-159.392	-0.636
583.7500	78.344	-159.357	-0.613
583.7917	78.350	-159.323	-0.483
583.8333	78.356	-159.294	-0.462
583.8750	78.362	-159.267	-0.420
583.9167	78.367	-159.242	-0.353
583.9583	78.372	-159.218	-0.375
584.0000	78.378	-159.197	-0.333
584.0417	78.384	-159.175	-0.593
584.0833	78.390	-159.151	-0.684
584.1250	78.396	-159.125	-0.592
584.1667	78.402	-159.100	-0.614
584.2083	78.407	-159.077	-0.592
584.2500	78.412	-159.054	-0.526
584.2917	78.416	-159.032	-0.633
584.3333	78.420	-159.013	-0.838
584.3750	78.424	-158.995	-1.247
584.4167	78.428	-158.979	-0.903
584.4583	78.433	-158.964	-0.903
584.5000	78.438	-158.951	-1.112
584.5417	78.444	-158.936	-1.265
584.5833	78.449	-158.920	-1.700
584.6250	78.455	-158.904	-1.960
584.6667	78.461	-158.886	-1.968
584.7083	78.467	-158.870	-2.137
584.7500	78.471	-158.856	-1.568
584.7917	78.476	-158.843	-1.428
584.8333	78.480	-158.833	-1.006
584.8750	78.484	-158.824	-0.592
584.9167	78.488	-158.817	-0.269
584.9583	78.493	-158.813	-0.313
585.0000	78.498	-158.809	-0.172
585.0417	78.505	-158.804	0.122
585.0833	78.511	-158.798	0.137
585.1250	78.519	-158.790	0.175
585.1667	78.526	-158.782	0.174
585.2083	78.533	-158.772	0.087
585.2500	78.540	-158.761	0.181
585.2917	78.546	-158.749	0.159
585.3333	78.552	-158.737	0.221
585.3750	78.558	-158.727	0.199
585.4167	78.564	-158.716	0.180
585.4583	78.571	-158.703	0.201
585.5000	78.578	-158.687	0.267
585.5417	78.584	-158.669	0.070
585.5833	78.590	-158.650	0.026
585.6250	78.595	-158.630	0.090
585.6667	78.599	-158.610	0.068
585.7083	78.602	-158.592	0.047
585.7500	78.604	-158.577	0.003
585.7917	78.606	-158.563	0.330
585.8333			
585.8750	78.610	-158.545	-0.036
585.9167	78.613	-158.538	-0.102
585.9583	78.616	-158.529	-0.124
586.0000	78.619	-158.519	-0.037
586.0417	78.622	-158.507	-0.102
586.0833	78.624	-158.493	-0.102
586.1250	78.625	-158.478	-0.034
586.1667	78.626	-158.465	-0.065
586.2083	78.626	-158.452	-0.216
586.2500	78.626	-158.442	-0.006
586.2917	78.625	-158.434	-0.255
586.3333	78.625	-158.429	-0.155
586.3750	78.625	-158.425	-0.351
586.4167	78.626	-158.422	-0.961
586.4583	78.627	-158.420	-1.860
586.5000	78.628	-158.417	-2.199
586.5417	78.630	-158.412	-2.023
586.5833	78.631	-158.405	-1.028
586.6250	78.633	-158.398	-0.229
586.6667	78.633	-158.391	-0.119
586.7083	78.634	-158.387	-0.095
586.7500	78.634	-158.385	-0.453
586.7917	78.634	-158.386	-0.459
586.8333	78.634	-158.392	-0.332
586.8750	78.635	-158.403	-0.029
586.9167	78.636	-158.416	-0.183
586.9583	78.639	-158.427	-0.180
587.0000	78.642	-158.436	-0.185
587.0417	78.644	-158.443	-0.337
587.0833	78.647	-158.451	-0.137
587.1250	78.649	-158.458	-0.248
587.1667	78.651	-158.465	-0.310
587.2083	78.653	-158.472	-0.349
587.2500	78.653	-158.481	-0.525
587.2917	78.654	-158.494	-0.709
587.3333	78.654	-158.507	-0.250
587.3750	78.654	-158.519	0.001
587.4167	78.654	-158.532	0.056
587.4583	78.655	-158.547	0.100
587.5000	78.655	-158.563	0.084
587.5417	78.657	-158.581	0.066
587.5833	78.659	-158.599	0.046
587.6250	78.661	-158.617	0.047
587.6667	78.663	-158.633	0.024
587.7083	78.665	-158.648	0.109
587.7500	78.668	-158.662	0.110
587.7917	78.670	-158.678	0.002
587.8333	78.672	-158.694	0.025
587.8750	78.674	-158.712	-0.085
587.9167	78.677	-158.731	-0.084
587.9583	78.680	-158.750	0.004
588.0000	78.684	-158.766	-0.019
588.0417	78.688	-158.777	-0.062
588.0833	78.692	-158.786	-0.149
588.1250	78.695	-158.792	-0.150
588.1667	78.698	-158.794	-0.020
588.2083	78.701	-158.795	0.134
588.2500	78.702	-158.795	0.046
588.2917	78.703	-158.795	0.024
588.3333	78.704	-158.800	0.086
588.3750	78.704	-158.808	0.130
588.4167	78.706	-158.818	0.132
588.4583	78.709	-158.831	0.044
588.5000	78.713	-158.840	0.180
588.5417	78.717	-158.844	0.071
588.5833	78.722	-158.845	0.024
588.6250	78.727	-158.840	0.040
588.6667	78.731	-158.829	0.065
588.7083	78.735	-158.817	0.046
588.7500	78.736	-158.808	0.043
588.7917	78.737	-158.802	0.107
588.8333	78.738	-158.803	0.059
588.8750	78.738	-158.810	-0.007
588.9167	78.740	-158.821	-0.070
588.9583	78.744	-158.833	-0.059
589.0000	78.748	-158.843	-0.032
589.0417	78.754	-158.847	-0.015
589.0833	78.759	-158.843	0.027
589.1250	78.764	-158.834	0.041
589.1667	78.767	-158.824	0.043
589.2083	78.769	-158.814	0.065
589.2500	78.771	-158.809	0.061
589.2917	78.771	-158.807	0.085
589.3333	78.772	-158.812	0.086
589.3750	78.773	-158.822	0.111
589.4167	78.777	-158.833	0.133
589.4583	78.781	-158.841	0.080
589.5000	78.787	-158.844	0.038
589.5417	78.792	-158.841	0.063
589.5833	78.797	-158.836	0.024
589.6250	78.801	-158.827	0.109
589.6667	78.803	-158.818	0.063
589.7083	78.805	-158.808	0.000
589.7500	78.807	-158.799	0.107
589.7917	78.808	-158.795	0.000
589.8333	78.809	-158.795	-0.061
589.8750	78.810	-158.796	-0.067
589.9167	78.813	-158.798	-0.074
589.9583	78.816	-158.800	0.023
590.0000	78.820	-158.801	0.036
590.0417	78.824	-158.798	0.063
590.0833	78.829	-158.792	0.094
590.1250	78.833	-158.784	0.181
590.1667	78.836	-158.778	0.229
590.2083	78.838	-158.773	0.188
590.2500	78.841	-158.771	0.144
590.2917	78.843	-158.769	0.167
590.3333	78.846	-158.767	0.079
590.3750	78.848	-158.764	0.105
590.4167	78.851	-158.761	0.082
590.4583	78.854	-158.754	0.105
590.5000	78.856	-158.744	0.068
590.5417	78.858	-158.724	0.028
590.5833	78.859	-158.695	0.029
590.6250	78.858	-158.661	0.030
590.6667	78.856	-158.623	-0.078
590.7083	78.852	-158.585	-0.096
590.7500	78.848	-158.547	-0.264
590.7917	78.843	-158.512	-0.456
590.8333	78.838	-158.481	-0.755
590.8750	78.834	-158.457	-1.141
590.9167	78.831	-158.434	-1.413
590.9583	78.828	-158.416	-1.609
591.0000	78.826	-158.399	-1.629
591.0417	78.825	-158.380	-1.661
591.0833	78.825	-158.362	-1.507
591.1250	78.825	-158.341	-1.640
591.1667	78.824	-158.319	-1.688
591.2083	78.824	-158.299	-1.650
591.2500	78.822	-158.282	-1.711
591.2917	78.821	-158.267	-1.803
591.3333	78.820	-158.256	-1.789
591.3750	78.819	-158.247	-1.770
591.4167	78.819	-158.240	-1.764
591.4583	78.818	-158.238	-1.765
591.5000	78.818	-158.239	-1.744
591.5417	78.820	-158.242	-1.744
591.5833	78.821	-158.244	-1.702
591.6250	78.824	-158.244	-1.849
591.6667	78.825	-158.245	-1.747
591.7083	78.827	-158.246	-1.458
591.7500	78.828	-158.246	-1.341
591.7917	78.829	-158.249	-1.823
591.8333	78.829	-158.254	-1.312
591.8750	78.829	-158.264	-1.327
591.9167	78.828	-158.278	-1.347
591.9583	78.829	-158.298	-1.254
592.0000	78.830	-158.321	-1.262
592.0417	78.832	-158.344	-0.910
592.0833			-0.744
592.1250			-0.534
592.1667	78.837	-158.395	-0.273
592.2083	78.839	-158.409	-1.012
592.2500	78.840	-158.422	-1.121
592.2917	78.840	-158.435	-0.470
592.3333	78.840	-158.452	-0.282
592.3750	78.839	-158.473	-0.302
592.4167	78.838	-158.500	-0.517
592.4583	78.837	-158.531	-0.516
592.5000	78.836	-158.561	-0.642
592.5417	78.835	-158.590	-0.647
592.5833	78.835	-158.615	-0.591
592.6250	78.835	-158.640	-0.742
592.6667	78.835	-158.665	-0.749
592.7083	78.834	-158.688	-1.044
592.7500	78.832	-158.714	-1.073
592.7917	78.830	-158.744	-0.919
592.8333	78.827	-158.774	-1.052
592.8750	78.824	-158.806	-1.291
592.9167	78.821	-158.840	-1.378
592.9583	78.818	-158.874	-1.441
593.0000	78.815	-158.905	-1.659
593.0417	78.812	-158.935	-1.915
593.0833	78.809	-158.960	-1.996
593.1250	78.805	-158.984	-2.056
593.1667	78.800	-159.004	-2.323
593.2083	78.795	-159.024	-2.368
593.2500	78.790	-159.043	-2.350
593.2917	78.784	-159.062	-2.227
593.3333	78.779	-159.079	-2.260
593.3750	78.774	-159.094	-1.597
593.4167	78.771	-159.108	-1.433
593.4583	78.768	-159.117	-1.615
593.5000	78.763	-159.121	-1.946
593.5417	78.759	-159.120	-2.141
593.5833	78.754	-159.116	-2.035
593.6250	78.749	-159.113	-2.340
593.6667	78.745	-159.109	-2.336
593.7083	78.742	-159.105	-2.401
593.7500	78.739	-159.104	-1.901
593.7917	78.738	-159.096	-1.375
593.8333	78.736	-159.083	-1.372
593.8750	78.734	-159.069	-1.195
593.9167	78.731	-159.055	-1.107
593.9583	78.729	-159.040	-1.142
594.0000	78.726	-159.023	-1.231
594.0417	78.724	-159.007	-1.406
594.0833	78.723	-158.990	-1.392
594.1250	78.722	-158.975	-2.163
594.1667	78.722	-158.959	-1.838
594.2083	78.723	-158.942	-1.695
594.2500	78.725	-158.924	-1.482
594.2917	78.728	-158.904	-1.386
594.3333	78.730	-158.881	-1.583
594.3750	78.733	-158.856	-2.040
594.4167	78.734	-158.832	-1.632
594.4583	78.736	-158.810	-1.352
594.5000	78.738	-158.789	-1.619
594.5417	78.741	-158.767	-1.883
594.5833	78.744	-158.747	-1.743
594.6250	78.748	-158.728	-1.683
594.6667	78.752	-158.710	-1.770
594.7083	78.757	-158.693	-1.615
594.7500			-1.572
594.7917	78.768	-158.660	
594.8333	78.772	-158.645	-1.307
594.8750	78.777	-158.628	-1.133
594.9167	78.781	-158.612	-0.847
594.9583	78.786	-158.596	-0.947
595.0000	78.790	-158.577	-0.984
595.0417	78.794	-158.558	-0.841
595.0833	78.798	-158.539	-0.574
595.1250	78.802	-158.521	-0.492
595.1667	78.806	-158.503	-0.667
595.2083	78.811	-158.487	-0.730
595.2500	78.816	-158.475	-0.637
595.2917	78.822	-158.465	-0.662
595.3333	78.828	-158.455	-0.618
595.3750	78.834	-158.443	-0.684
595.4167	78.841	-158.428	-0.642
595.4583	78.847	-158.411	-0.683
595.5000	78.853	-158.394	-0.895
595.5417	78.858	-158.379	-0.681
595.5833	78.863	-158.366	-0.593
595.6250	78.867	-158.357	-0.510
595.6667	78.871	-158.350	-0.381
595.7083	78.875	-158.347	-0.381
595.7500	78.880	-158.345	-0.227
595.7917	78.884	-158.347	-0.333
595.8333	78.889	-158.349	-0.183
595.8750	78.894	-158.351	-0.099
595.9167	78.900	-158.352	-0.035
595.9583	78.905	-158.353	-0.081
596.0000	78.911	-158.350	-0.061
596.0417	78.916	-158.345	-0.018
596.0833			0.028
596.1250	78.926	-158.319	-0.140
596.1667	78.930	-158.302	-0.540
596.2083	78.933	-158.280	-0.816
596.2500	78.936	-158.264	-1.051
596.2917	78.938	-158.256	-1.438
596.3333	78.942	-158.252	-1.647
596.3750	78.946	-158.249	-1.261
596.4167	78.952	-158.247	-1.395
596.4583	78.958	-158.243	-1.388
596.5000	78.964	-158.236	-1.688
596.5417	78.970	-158.227	-1.418
596.5833	78.975	-158.214	-1.585
596.6250	78.980	-158.197	-1.756
596.6667	78.983	-158.180	-1.602
596.7083	78.987	-158.163	-2.108
596.7500	78.989	-158.148	-0.799
596.7917	78.992	-158.138	-0.677
596.8333	78.995	-158.131	-0.694
596.8750	78.998	-158.121	-1.006
596.9167	79.002	-158.110	-0.805
596.9583	79.006	-158.099	-1.177
597.0000	79.010	-158.086	-0.969
597.0417	79.013	-158.071	-0.851
597.0833	79.017	-158.055	-1.027
597.1250	79.019	-158.039	-1.184
597.1667	79.021	-158.026	-1.148
597.2083	79.023	-158.017	-1.230
597.2500	79.026	-158.012	-1.167
597.2917	79.028	-158.010	-1.236
597.3333	79.030	-158.013	-1.406
597.3750	79.033	-158.019	-1.701
597.4167	79.036	-158.031	-1.680
597.4583	79.040	-158.048	-1.692
597.5000	79.045	-158.070	-1.721
597.5417	79.050	-158.095	-1.657
597.5833	79.054	-158.124	-1.378
597.6250	79.060	-158.159	-1.229
597.6667	79.065	-158.201	-1.254
597.7083	79.071	-158.251	-0.731
597.7500	79.078	-158.305	-0.076
597.7917	79.085	-158.364	0.053
597.8333	79.095	-158.416	0.138
597.8750	79.106	-158.463	0.330
597.9167	79.118	-158.506	0.308
597.9583	79.130	-158.541	0.308
598.0000	79.141	-158.569	0.371
598.0417	79.150	-158.592	0.370
598.0833	79.158	-158.615	0.306
598.1250	79.164	-158.643	0.327
